Age,Income,Debt,Credit_Utilization,Loan_Amount,Loan_Duration,Previous_Defaults,Payment_History,Employment_Length,Num_Credit_Cards,Monthly_Expenses,Existing_Loans,Credit_History_Length,Savings,Creditworthy
50,87957.55,18932.46,0.0812,20141.65,24,0,91.2,5.6,2,4176.13,0,18.7,1964.7,1
53,56366.44,19034.06,0.0566,18346.72,24,0,62.69,2.9,3,1428.24,3,13.0,10193.41,1
35,57526.25,12478.46,0.6098,6303.83,60,2,76.54,1.4,3,2428.06,3,9.2,1922.56,1
54,101118.93,20718.53,0.0455,16357.13,48,1,72.46,8.1,4,3087.26,0,16.8,7800.69,1
36,27013.16,135.0,0.7345,12847.62,24,0,95.68,7.0,2,1326.46,4,2.0,11152.38,1
64,70928.61,9345.17,0.7082,20271.99,12,0,70.51,0.3,1,1927.07,2,32.5,16687.38,1
45,88279.73,13640.17,0.088,4871.76,24,0,97.77,3.4,7,3209.44,3,9.4,7838.97,1
57,48502.84,5621.74,0.8985,16714.1,48,0,93.14,0.5,8,1719.43,3,16.2,9532.01,1
37,72192.62,1010.3,0.5215,9910.66,60,0,64.01,1.9,9,3950.08,1,6.5,12994.98,1
66,35359.61,12536.83,0.8963,29402.29,36,1,79.23,2.7,4,1913.67,3,21.0,4508.21,0
50,41265.35,20552.16,0.8936,11408.28,24,0,85.96,1.0,1,2164.15,4,14.3,479.4,1
29,62699.33,25256.87,0.2031,14276.51,12,0,83.72,3.2,5,3127.16,4,6.0,3506.88,1
68,70971.33,10621.7,0.383,22821.27,48,0,87.17,6.1,5,4032.33,3,18.2,1259.61,1
32,77418.73,20865.73,0.1419,15462.84,24,0,77.05,2.9,2,2428.82,2,3.6,14276.35,1
58,86392.57,20092.34,0.7695,43594.53,36,0,96.19,1.3,5,4521.06,2,15.1,16817.84,1
56,53651.07,24748.87,0.504,29305.15,60,1,70.81,2.7,5,2545.65,3,12.4,30802.3475,1
19,78872.24,12198.47,0.9202,20172.07,24,0,63.76,4.5,9,3815.9,3,0.5,9201.47,1
46,48153.9,612.0,0.2141,23681.01,48,0,99.12,13.8,4,1889.02,4,17.0,6468.1,1
58,73041.83,15561.49,0.6846,2000.0,24,0,86.08,3.5,1,3414.04,1,24.1,28291.19,1
27,59149.78,6889.65,0.9795,32317.25,60,0,86.37,10.9,7,1946.84,3,6.5,25197.72,1
19,63913.56,9211.96,0.6621,25118.97,48,0,92.7,20.9,5,2727.44,2,0.2,10264.56,1
68,54915.35,12590.25,0.0774,19268.42,36,1,76.86,4.1,9,3640.42,3,22.6,14864.36,1
28,22905.9,12288.58,0.5867,25658.5,12,0,75.45,0.8,3,1095.47,0,5.4,2215.46,1
30,32517.56,16132.47,0.1862,26878.49,60,0,97.97,10.4,4,1545.07,4,5.5,7233.23,1
27,57050.83,20625.25,0.0399,15836.27,24,0,75.47,9.9,2,1873.78,4,4.9,4165.45,1
31,21254.42,12058.12,0.3383,23801.62,36,1,63.14,10.1,6,1127.06,1,9.1,17347.8,1
35,71624.22,18165.58,0.2708,30487.25,48,1,72.31,15.0,3,3995.14,2,2.8,22080.89,1
68,72431.12,15118.53,0.783,24548.98,48,1,94.94,1.6,6,2072.37,3,18.0,5129.79,1
26,61543.41,22483.96,0.3762,17473.94,48,1,63.8,2.0,2,2466.74,1,3.6,6516.44,1
56,32577.32,13491.27,0.7283,22966.51,24,0,88.67,5.8,7,1537.49,2,17.7,2623.56,1
45,82602.78,14368.59,0.0259,33822.39,60,0,70.66,4.1,9,4497.75,4,2.9,21040.07,1
20,95744.21,12004.8,0.0245,27839.76,36,0,89.83,10.1,8,4107.11,0,1.0,1494.38,1
37,57941.54,13702.01,0.0387,8369.33,48,0,80.58,1.5,2,2259.87,3,11.2,24903.87,1
23,65210.71,8732.09,0.225,25866.84,12,0,85.46,5.4,2,1715.58,2,1.9,9600.21,1
44,59034.77,7939.22,0.3765,24541.58,60,0,69.73,14.1,1,2560.95,2,19.2,2811.49,1
19,65607.38,21206.12,0.6057,31641.14,36,0,66.72,1.2,6,2360.36,3,0.6,5553.45,1
46,52608.82,6334.39,0.9762,20328.2,36,0,62.53,1.8,5,3056.8,4,15.2,1071.52,1
55,54308.72,12447.06,0.3573,16306.6,48,0,93.02,2.6,2,2440.46,1,9.0,9025.02,1
20,54915.35,23122.74,0.0645,6318.35,12,0,88.42,0.5,3,2350.85,3,1.6,16448.18,1
33,101912.48,12178.39,0.201,13054.06,48,1,71.73,1.0,9,4929.34625,2,6.4,10555.71,1
47,26998.58,21629.92,0.8899,32079.46,60,0,93.48,2.4,8,1206.87,4,3.6,1804.73,0
57,52923.75,10271.63,0.6954,21979.56,24,0,93.35,0.4,8,2680.2,3,5.9,8033.09,1
19,31390.79,6590.69,0.7844,19002.12,60,0,65.51,2.3,2,1798.7,1,0.3,17593.74,1
34,86840.5,2241.39,0.1317,32956.24,12,0,88.55,1.4,4,4343.47,4,2.1,19710.33,1
58,43245.24,25501.79,0.1423,30896.02,24,0,71.69,10.0,9,2441.01,0,8.7,13668.08,1
29,26135.98,5905.03,0.12,12642.54,36,1,78.69,3.4,8,968.8,0,6.3,4545.64,1
52,67763.74,20977.49,0.85,32009.96,48,0,77.21,11.4,4,1810.53,1,11.6,30802.3475,1
60,89886.22,7000.42,0.2158,3414.19,60,2,84.01,1.1,7,4929.34625,3,16.3,16968.7,1
18,68271.96,25539.07,0.6403,24595.45,48,0,73.89,0.4,8,2953.29,4,0.0,18416.69,1
62,59095.96,32654.26,0.5158,23413.08,60,0,62.93,2.2,8,2996.78,2,24.3,18999.27,1
32,54915.35,1507.76,0.5435,31497.82,48,0,86.91,0.3,7,2740.89,1,4.3,13171.71,1
43,83296.81,6321.95,0.2015,23810.12,24,0,98.42,10.7,6,4195.51,2,8.5,7017.55,1
54,37516.01,21185.05,0.6325,17554.4,48,0,86.71,1.0,2,1012.48,0,27.4,5907.53,1
38,52763.06,19104.34,0.0522,18344.37,12,2,81.58,0.8,8,1436.6,3,8.2,14317.75,1
66,45946.2,21215.37,0.9836,46932.49,12,1,66.54,7.8,2,2557.37,1,19.5,6653.39,0
48,31642.69,10409.96,0.0362,20826.4,48,0,85.01,6.2,3,1250.69,2,8.8,23055.34,1
42,48432.49,30900.27,0.0592,25970.76,36,0,84.44,0.3,3,1696.55,0,7.8,2591.16,1
40,77154.42,15944.4,0.3282,2000.0,12,0,84.75,3.6,2,4281.65,1,13.9,15116.06,1
41,66332.04,5264.3,0.825,11726.43,60,0,95.69,3.0,9,3866.8,2,15.4,2734.56,1
55,67886.21,12974.81,0.262,25187.68,48,0,88.65,2.4,7,3087.05,3,10.0,6334.71,1
45,57929.51,5371.46,0.4725,3854.77,48,0,91.34,0.7,9,2529.49,1,20.4,892.38,1
38,65466.48,27727.53,0.0276,25493.99,12,2,72.53,7.7,2,3638.88,0,6.5,6856.25,1
60,38988.19,9717.35,0.0873,12748.75,36,0,70.82,1.4,7,1206.5,1,25.1,7493.18,1
35,48809.8,18939.87,0.6058,9661.49,60,0,68.27,3.1,6,2250.04,1,9.1,1988.78,1
53,58840.08,11234.61,0.2005,12711.64,12,0,91.13,10.6,3,3052.41,3,4.2,3928.44,1
52,60550.32,10076.9,0.6904,35275.39,12,1,87.94,1.9,3,3006.25,1,23.9,2383.87,1
62,61403.76,0.0,0.7797,23334.18,24,0,73.68,0.2,8,3066.86,0,23.8,5620.62,1
26,52233.29,19785.4,0.8433,10895.64,12,0,65.64,11.0,8,2707.42,1,4.0,10158.09,1
55,54915.35,25393.45,0.1411,27753.4,60,0,93.87,3.4,2,1522.19,4,18.0,1532.77,1
47,108025.5475,7672.26,0.4564,28297.38,24,1,75.37,3.4,1,4929.34625,2,16.4,5018.25,1
61,73135.75,2638.17,0.9381,16186.92,36,1,67.59,4.0,2,2096.11,2,6.8,7909.76,1
51,63262.95,21426.53,0.7666,29591.74,36,0,65.78,1.0,5,1772.98,4,20.8,15982.49,1
49,50335.83,1830.07,0.1246,30067.5,12,0,96.79,6.3,8,2630.53,1,9.7,9740.51,1
20,45975.62,24756.26,0.5025,28513.32,60,1,65.21,1.3,4,2393.7,3,0.8,17355.67,0
20,52383.99,7764.84,0.9139,13262.48,36,1,74.39,1.8,6,1628.07,4,0.3,723.95,1
45,60856.58,6173.66,0.4412,8209.48,60,0,85.29,5.0,4,2668.69,4,5.3,2060.4,1
61,17391.29,16987.7,0.8307,3071.33,60,0,76.32,6.9,8,457.38,2,28.6,25968.34,1
32,23612.21,6694.89,0.4959,13444.85,24,0,79.1,6.6,4,882.14,2,5.0,10860.02,1
58,42262.35,9343.11,0.1147,16321.89,12,1,92.1,0.4,3,1263.97,2,24.4,5305.65,1
40,59142.79,17831.86,0.1549,17135.64,60,0,99.97,7.0,1,2212.79,1,7.9,4504.31,1
57,50214.54,0.0,0.0557,19527.96,60,0,78.69,5.4,4,2226.11,2,27.6,13774.01,1
28,84562.42,28139.35,0.2014,37329.89,60,0,75.15,4.6,8,4382.24,4,4.4,21818.14,1
65,25352.06,15349.12,0.8857,16604.23,12,0,76.27,17.0,5,1067.55,0,15.3,7626.84,1
49,39973.09,4656.27,0.6472,19512.26,24,0,74.76,2.1,7,2240.48,3,20.2,1423.04,1
53,85401.83,6862.04,0.7341,2000.0,60,1,78.95,5.7,6,2422.85,1,17.4,20240.5,1
50,57622.39,22933.17,0.6192,42279.71,48,0,73.32,4.3,7,2475.57,1,15.8,5155.25,1
41,72696.85,19808.42,0.3888,6840.93,24,0,78.5,2.5,7,4015.59,2,13.9,22236.46,1
56,96024.94,26094.25,0.2225,12931.45,12,0,97.82,7.8,8,3150.74,1,30.1,14652.96,1
51,41123.91,9538.06,0.9171,26957.22,36,0,71.45,2.6,9,2084.84,0,11.9,3930.99,1
45,53013.71,17372.67,0.5145,22461.92,60,0,86.07,4.1,3,1776.26,4,12.8,1183.91,1
54,49551.46,18412.54,0.4815,36431.86,48,0,79.48,4.1,9,2853.65,4,11.1,7126.41,1
24,15908.14,20562.14,0.9862,27200.14,36,1,89.3,3.6,1,799.09,1,2.2,840.9,0
21,48792.06,24018.25,0.3863,19187.16,36,0,78.89,3.1,4,2282.32,2,0.4,17596.72,1
54,72621.24,9261.89,0.847,30440.84,60,0,66.42,0.9,5,3928.99,1,13.6,581.5,1
18,65811.79,14086.64,0.8551,31613.08,60,0,94.9,1.4,4,2934.51,1,0.0,28589.84,1
18,67381.66,10118.8,0.238,13398.41,36,0,87.03,0.7,6,2340.95,3,0.0,6873.5,1
64,47489.82,14579.11,0.1029,29630.29,48,0,81.03,6.4,8,1690.7,3,6.0,6596.6,1
37,41878.06,20587.46,0.9661,17777.39,24,0,93.24,6.8,4,1868.86,4,3.6,18496.13,1
36,80385.11,1767.72,0.4274,18965.22,60,0,99.05,5.1,7,3424.58,2,8.6,7918.42,1
46,45053.66,23874.97,0.0122,21429.33,60,0,76.38,12.5,7,2489.98,4,10.8,5489.85,1
27,60881.64,5886.54,0.499,16192.19,12,0,74.12,1.5,8,2621.81,1,3.5,2280.24,1
35,58266.69,12541.04,0.6169,15654.09,60,1,90.14,8.6,9,2448.67,4,8.1,13079.59,1
45,84234.34,24951.54,0.7706,29847.21,12,1,78.18,1.0,6,3364.82,3,7.1,6933.86,1
52,74428.25,17624.08,0.9341,4710.61,36,0,63.43,0.4,1,2179.97,0,6.8,7053.01,1
60,29094.83,17716.24,0.9069,9383.73,48,1,74.18,0.0,2,844.32,0,6.7,2939.2,0
64,31248.94,5554.99,0.9313,26747.34,12,1,92.35,4.3,1,1476.93,1,32.9,1550.24,1
48,66578.2,6647.31,0.0415,19271.01,12,1,88.27,7.5,1,2682.62,1,19.3,3802.11,1
44,53713.25,22530.05,0.7075,29915.13,24,0,94.51,8.7,6,2320.82,1,9.4,16362.87,1
28,45896.56,10286.85,0.2313,23579.32,36,0,65.87,3.2,1,2565.74,4,2.9,9855.04,1
66,75312.56,11040.71,0.1938,6662.95,12,0,69.76,0.3,6,3848.39,4,22.2,4339.7,1
66,58749.19,22711.61,0.7943,20628.34,12,0,68.59,0.2,6,2211.98,3,7.7,3506.12,1
55,56049.15,6600.69,0.4188,25345.48,36,0,98.85,12.5,8,2854.65,4,27.5,37.06,1
22,70596.57,17153.88,0.9083,22340.4,60,0,66.76,0.5,3,4056.24,3,2.0,312.84,1
25,47497.82,15343.26,0.0516,15317.26,48,0,83.92,3.4,6,1446.15,0,5.3,6546.59,1
51,86370.38,14978.51,0.7961,17260.6,36,0,85.32,0.4,9,4741.18,4,25.1,2961.61,1
65,39239.05,10852.51,0.1441,14399.15,24,1,84.76,1.0,8,1444.33,3,22.6,27617.4,1
69,68138.58,10361.16,0.183,6748.03,24,0,87.67,0.9,6,3374.72,1,22.9,8146.39,1
29,83676.66,6373.09,0.4778,5372.6,48,0,79.36,1.6,4,3987.07,0,3.4,23228.59,1
55,27454.09,18861.32,0.3977,23900.21,24,0,63.35,2.6,9,1333.45,3,24.9,2269.83,1
18,48133.3,9654.81,0.4864,11285.42,36,0,88.05,0.7,7,2634.36,3,0.0,1311.72,1
48,77844.15,22749.96,0.9312,25755.98,60,1,71.24,18.1,2,3582.07,3,6.7,17909.22,1
21,78144.89,13203.56,0.6542,14049.33,24,0,63.03,0.0,4,2450.37,0,1.9,9401.03,1
66,51570.09,6532.4,0.2945,6868.51,36,2,66.79,7.4,2,2439.14,2,10.9,12351.96,1
62,40306.58,13097.49,0.1795,15920.56,24,1,71.49,3.7,8,1462.5,4,9.9,8032.32,1
67,74118.72,11713.14,0.4216,40943.75,12,0,77.3,0.4,8,4210.82,0,13.9,4423.63,1
22,78670.98,23072.83,0.4526,19043.89,12,0,94.45,0.6,7,2788.3,1,2.3,3403.83,1
47,31706.73,12048.0,0.5993,26458.67,60,0,81.46,4.5,6,1047.47,0,4.3,1001.28,1
41,30921.73,12790.32,0.2707,21688.04,12,0,78.88,1.9,7,789.09,1,7.4,830.86,1
20,59505.13,26292.37,0.7622,5948.02,12,1,67.65,3.0,4,3197.55,0,0.9,5980.25,1
28,67587.21,19066.14,0.1065,34489.63,24,0,98.37,4.0,3,3753.49,1,6.6,3460.13,1
62,49018.62,28301.65,0.5592,17521.78,24,0,96.34,4.3,1,1335.98,3,14.7,8652.56,1
21,68585.88,25072.36,0.6211,6894.87,48,0,92.64,4.4,8,2662.55,2,1.3,12334.69,1
43,40797.27,7902.7,0.2127,14877.66,60,0,72.93,0.4,2,1589.18,4,13.5,10629.42,1
44,12706.13,22919.61,0.8195,17937.56,12,2,82.47,6.7,6,656.6,2,7.3,21467.59,0
63,46521.98,27202.43,0.6131,27494.8,48,0,75.55,1.7,8,1696.03,0,33.8,13267.29,1
60,56264.64,27262.51,0.6428,13192.37,24,0,76.12,0.6,4,2050.64,4,14.8,5014.14,1
44,49483.2,22904.77,0.4978,46203.46,48,0,62.89,0.5,2,1784.24,2,16.2,4473.48,1
59,31827.93,22740.18,0.9014,10628.31,12,1,65.6,1.4,3,1251.06,4,23.2,622.81,0
68,18687.02,12578.71,0.69,26119.95,48,0,98.45,5.0,7,867.49,3,27.5,8017.78,1
67,44718.22,8300.94,0.3842,2000.0,36,1,84.4,3.2,4,2561.69,2,18.9,11347.64,1
23,72953.12,12182.26,0.2438,18763.01,60,0,60.25,0.6,2,3108.25,4,3.5,3831.97,1
32,80123.95,1681.69,0.0796,23672.34,12,1,92.37,0.2,7,3043.34,4,9.1,18733.7,1
47,78754.27,25742.36,0.1721,8804.17,36,2,63.48,0.1,4,2015.02,4,14.3,4487.3,1
59,38681.81,12733.66,0.9828,34990.45,48,1,88.33,2.7,7,1173.62,4,13.1,4419.96,0
54,31925.87,25330.65,0.4086,24344.77,12,1,84.83,7.8,8,1807.09,1,17.7,3816.64,1
54,64932.69,5148.0,0.8907,16823.6,48,0,62.52,4.3,6,2185.49,1,5.8,988.65,1
59,67702.0,23661.0,0.1772,24236.78,60,0,81.24,8.3,8,2147.85,1,19.6,30802.3475,1
54,63003.39,11040.95,0.4269,14066.86,60,0,61.9,1.9,7,1936.77,3,21.2,6607.53,1
52,14718.73,4725.04,0.9513,32513.8,24,0,62.58,0.8,2,656.5,3,25.3,28077.48,0
40,37662.31,28016.94,0.0993,30152.99,36,0,62.05,8.1,2,1437.38,2,13.3,8552.75,1
23,54406.22,23858.49,0.5921,23733.9,60,0,70.22,6.5,6,2419.13,1,1.3,20285.06,1
21,64744.36,16694.34,0.9108,26116.92,36,0,92.07,4.4,9,3720.67,2,0.4,9221.34,1
35,70346.15,15271.5,0.9407,5228.04,48,1,74.5,10.9,6,1933.53,4,5.1,10444.64,1
26,57885.07,18516.08,0.8391,34669.45,36,0,85.58,5.0,9,1707.07,0,3.0,30102.33,1
66,61615.68,16557.03,0.8488,19006.42,12,0,64.99,3.7,7,2718.48,4,5.3,14359.7,1
46,56697.31,8661.79,0.6491,30250.46,24,0,97.31,3.5,8,1727.3,2,21.3,1962.78,1
30,68712.39,11703.58,0.226,27498.42,36,1,80.17,4.8,3,3237.24,0,6.1,10731.14,1
64,61257.31,30685.74,0.7261,30097.15,36,0,60.98,3.6,4,3193.94,3,35.0,4143.58,1
69,56314.75,36377.25,0.9688,9522.37,60,0,81.5,1.6,1,2773.96,0,17.5,5218.59,1
34,49632.62,27501.35,0.5254,10795.01,12,0,67.38,15.4,9,1765.88,4,9.6,20299.03,1
62,56625.83,18825.79,0.2655,42482.75,60,0,67.83,15.9,3,2997.73,2,24.2,19185.77,1
49,64691.83,12298.01,0.572,4806.58,36,0,84.01,0.9,1,2717.73,1,8.4,4358.53,1
65,60349.51,8614.51,0.6868,9023.9,48,0,69.06,3.8,9,3084.07,4,13.7,23806.33,1
39,62616.53,9141.74,0.2141,20432.44,60,0,68.56,7.8,9,3573.06,2,8.0,6420.39,1
21,81854.44,10573.86,0.7148,20449.8,60,0,81.64,0.3,2,3315.62,4,0.7,3359.43,1
22,60303.28,32209.31,0.5857,14599.82,12,1,69.42,0.7,7,2442.41,0,1.3,448.49,1
54,42020.03,29450.26,0.6101,26160.79,60,0,64.42,3.9,2,1399.55,3,18.0,3708.57,0
58,72672.14,20970.23,0.3099,29020.83,60,0,76.33,0.1,5,2114.65,0,10.8,14546.9,1
66,27676.03,7315.09,0.1622,19818.32,24,0,62.08,8.9,2,1370.03,1,14.4,6549.94,1
30,33371.73,22144.45,0.621,17315.1,36,2,96.21,10.3,7,1666.6,2,8.7,2425.48,0
51,61716.95,13091.06,0.5845,19777.38,12,0,78.06,6.7,2,2559.82,0,14.2,6480.22,1
62,65327.93,0.0,0.3413,15026.39,60,0,60.52,8.6,6,3281.17,2,26.2,23968.72,1
39,30098.98,17296.81,0.3,3017.63,36,0,68.99,5.6,8,996.96,4,6.1,3464.95,1
40,47343.65,8264.7,0.3503,23009.24,12,0,98.31,0.8,5,1189.07,0,11.4,11625.83,1
68,42878.32,8535.57,0.4901,27658.36,60,1,79.86,0.2,3,1118.62,0,28.9,1423.72,1
20,45266.47,12996.74,0.9653,18460.73,48,0,74.36,9.4,9,1974.22,1,0.6,20658.32,1
59,73871.96,11013.42,0.7583,2000.0,24,0,72.6,6.1,9,1972.58,0,16.7,7109.72,1
51,69130.11,14725.95,0.8447,14282.85,12,0,76.68,2.5,7,3639.63,3,22.8,3356.09,1
49,54617.56,14341.36,0.5055,29057.22,48,1,68.47,8.0,3,2664.83,2,18.4,19145.43,1
62,44080.76,0.0,0.5256,5617.51,12,0,89.97,0.3,1,2388.61,4,31.9,1531.1,1
68,28007.01,27162.22,0.2102,26958.84,12,0,80.33,1.9,3,1343.1,3,11.5,4351.12,1
66,83403.7,7132.99,0.7166,15545.84,24,0,90.06,2.1,6,2257.25,3,27.4,1850.58,1
38,66842.28,7380.81,0.4232,19812.25,48,0,70.18,0.6,9,2384.02,0,2.2,20511.13,1
63,40866.62,12371.57,0.7376,13141.0,60,0,60.06,6.8,1,1507.9,3,12.1,5760.57,1
61,69391.99,14133.32,0.4109,8644.17,36,1,98.65,7.5,7,3077.36,4,6.1,3477.49,1
38,53595.53,26671.84,0.1163,34342.46,48,0,80.48,4.4,3,3059.93,3,12.6,19375.83,1
61,49257.81,17155.39,0.1796,28158.39,12,2,63.19,2.7,7,2495.53,3,19.5,23396.74,1
28,63704.23,19531.72,0.8053,26447.21,48,0,64.15,4.7,2,2127.99,0,4.5,1020.43,1
56,40170.04,17196.29,0.2634,29085.55,36,0,77.39,11.4,3,1134.78,2,14.6,9214.25,1
21,48124.87,16851.69,0.2691,25027.15,48,1,87.81,2.2,1,2642.16,2,0.4,8099.49,1
68,57429.22,17477.84,0.9208,29441.31,36,0,75.87,2.0,9,2543.63,1,31.7,17941.9,1
18,45010.98,0.0,0.6545,13360.99,24,1,92.81,4.9,9,1343.22,2,0.0,7027.99,1
45,68381.7,13000.65,0.122,33776.87,12,0,73.16,5.8,9,3616.04,3,16.2,967.33,1
41,92381.33,24298.09,0.1507,32884.31,60,0,61.82,3.1,4,4257.17,1,18.3,30802.3475,1
52,39914.04,36696.87,0.2769,23804.82,48,0,60.33,9.8,6,2181.46,1,23.4,7929.62,0
30,21697.49,5365.53,0.5921,17120.05,24,0,94.38,2.2,7,1093.08,0,3.4,10105.37,1
64,14965.2,18384.64,0.7478,7764.71,48,0,99.38,5.1,7,634.08,1,9.3,533.77,1
51,51990.64,10431.63,0.279,22286.58,24,0,65.31,5.5,5,2276.85,0,13.7,16147.88,1
28,41736.71,31381.22,0.8632,36849.15,36,0,62.48,1.7,4,1771.43,4,6.8,23423.5,0
53,59157.21,4169.74,0.117,8391.63,24,0,96.58,0.1,1,1586.73,1,7.4,3422.82,1
68,57651.95,19999.52,0.2134,30180.75,36,1,64.03,8.8,9,3237.56,0,32.2,3388.83,1
34,22935.66,3742.31,0.9611,15285.61,24,1,69.14,3.3,4,1328.45,4,12.1,2278.51,0
52,18702.32,12451.47,0.142,16139.02,48,0,92.07,0.5,4,657.32,4,6.7,7879.38,1
35,60918.66,14725.49,0.8803,8245.41,60,0,99.92,15.8,3,3186.91,0,9.8,216.38,1
57,57708.58,23557.53,0.6999,12475.07,12,0,79.44,1.8,9,3361.62,1,9.8,1369.95,1
39,46483.64,6382.67,0.0816,26467.82,60,0,68.43,3.2,2,1192.17,4,16.7,9464.31,1
41,21857.13,20307.06,0.484,27711.28,24,0,93.91,3.3,2,781.26,2,16.7,6638.14,1
36,64427.83,15150.22,0.5186,22358.58,36,0,75.77,2.3,2,2834.75,2,6.5,13655.43,1
54,80437.99,17182.35,0.9235,14991.87,48,0,70.91,0.8,4,3068.49,1,4.7,13565.42,1
56,60559.65,22666.66,0.4227,8964.43,12,2,79.62,6.1,3,3467.69,4,5.0,5700.07,1
38,38050.52,4739.55,0.4478,20617.58,12,1,94.23,1.1,1,1194.53,0,8.9,11254.1,1
25,55891.04,21484.76,0.1202,16350.46,48,1,69.32,5.7,4,2129.49,1,5.4,19658.84,1
45,27677.72,10448.76,0.6364,22111.81,24,0,76.95,8.1,2,1368.2,2,18.7,9089.59,1
22,76159.21,23766.99,0.2167,16787.62,12,0,77.77,0.1,9,3927.21,4,1.7,30802.3475,1
34,56636.89,17676.46,0.086,17043.35,48,0,93.31,6.6,9,1606.6,2,4.0,30802.3475,1
54,19636.86,13323.77,0.987,21589.61,24,0,87.04,5.1,2,635.44,3,5.3,7199.33,1
53,48986.51,10279.79,0.2742,23521.92,48,0,91.22,1.1,8,1440.37,3,12.9,3016.68,1
36,64266.03,21586.36,0.1482,32239.21,12,1,87.74,4.8,6,2677.8,0,12.1,15513.68,1
44,48339.05,25087.61,0.6955,16630.12,60,0,83.71,2.7,8,2066.53,0,11.4,1912.68,1
51,49482.09,10737.19,0.8152,25454.95,12,0,65.3,0.4,8,2453.04,0,14.3,14868.69,1
28,30511.96,5935.95,0.0728,38036.22,12,0,93.32,3.7,9,1651.29,4,4.3,5864.16,1
62,66330.82,20553.69,0.1133,25720.76,60,0,84.29,18.1,1,1962.2,0,10.9,15082.37,1
64,42030.62,3411.75,0.0984,31642.51,24,0,88.05,5.2,2,1793.51,2,30.7,3537.95,1
29,12000.0,4555.9,0.056,13793.73,48,0,91.15,2.0,3,492.24,1,6.9,6062.31,1
38,47574.85,6498.4,0.6563,12796.44,24,0,72.47,4.1,5,2609.49,3,6.2,18083.01,1
28,74622.99,11676.4,0.5865,18406.26,24,0,77.49,6.7,8,3178.9,0,2.3,4148.72,1
56,47261.41,4309.34,0.6596,19470.6,48,0,81.65,0.8,8,1544.57,0,24.8,5226.02,1
45,89759.7,0.0,0.5056,30708.25,24,0,73.71,3.8,8,4929.34625,1,21.2,8562.4,1
22,63579.36,5916.45,0.8112,12703.16,36,0,70.34,3.5,6,3562.55,1,0.8,10269.28,1
34,61775.16,20139.8,0.5457,19113.72,12,1,91.07,2.4,2,1803.28,0,3.4,2092.06,1
37,52432.03,4827.65,0.9104,30748.25,36,0,90.15,6.9,5,2801.54,1,9.8,9462.88,1
58,53634.28,12277.84,0.4859,22155.44,48,0,93.27,4.2,4,2837.39,0,17.5,6570.76,1
63,49731.53,30573.59,0.7848,19891.83,60,1,87.87,6.0,3,2220.43,3,9.3,15638.69,0
29,48954.61,14606.61,0.4092,22384.98,60,0,72.47,4.5,5,1995.51,2,5.7,10565.3,1
23,65617.34,17740.25,0.4365,8724.47,48,0,73.08,7.6,7,2044.62,4,0.6,6919.45,1
34,36283.38,7431.68,0.842,8562.47,48,0,81.11,5.0,9,1161.25,1,7.1,19631.16,1
68,33482.12,32307.8,0.1155,4117.86,24,0,93.42,5.7,1,1130.55,3,9.1,9168.65,1
36,32536.1,10669.64,0.5636,22066.82,12,0,73.85,1.3,5,900.9,3,6.6,6325.73,1
43,95913.09,13175.16,0.7218,29188.55,36,0,90.64,9.3,4,4674.0,1,19.7,2171.47,1
65,65606.86,25536.47,0.7454,27655.86,48,0,72.23,0.8,1,1748.88,3,16.8,2307.79,1
61,61089.84,13546.13,0.5897,31436.28,60,0,73.54,2.1,7,1722.77,0,14.8,1607.49,1
61,33849.71,15383.11,0.4491,34542.22,12,0,90.09,11.0,2,1032.6,4,17.4,17265.14,1
69,67466.85,12746.49,0.2656,21446.47,12,0,87.14,0.6,7,3235.99,0,24.8,364.69,1
49,52668.57,12801.34,0.9012,19353.92,24,0,68.33,10.1,7,1520.35,1,3.3,30802.3475,1
23,59283.38,17964.02,0.3724,34759.65,60,0,93.08,3.2,6,1832.92,0,3.4,8933.38,1
53,35467.59,19423.55,0.793,12989.85,12,0,91.38,1.0,9,1994.27,1,10.8,1198.69,1
55,54915.35,9854.01,0.041,8214.67,60,0,91.9,6.7,7,2005.9,1,25.6,16703.15,1
28,46523.33,8871.36,0.2375,16611.21,36,1,78.81,1.7,8,2239.39,3,2.0,20846.83,1
50,39687.78,10126.91,0.3487,15442.57,60,0,73.15,5.7,4,2226.35,1,12.8,4589.11,1
41,69682.13,3789.97,0.6681,20483.27,12,0,93.99,7.8,4,1838.39,2,18.2,4512.95,1
40,24245.84,2276.56,0.3229,11499.8,60,0,83.53,4.2,7,983.2,2,5.2,18745.83,1
32,54915.35,17377.34,0.0505,23697.33,60,1,97.24,7.7,4,2840.01,3,6.4,6640.55,1
44,68689.72,22508.77,0.1804,14308.88,60,1,70.15,13.7,4,3459.13,1,8.5,7177.42,1
28,37407.13,21968.36,0.264,32282.04,12,0,99.03,4.0,2,2137.35,4,5.5,22168.08,1
68,38593.43,0.0,0.1825,8054.34,36,0,75.17,0.8,2,1017.36,4,7.5,1383.4,1
67,50539.49,13039.48,0.2097,18605.27,60,0,75.38,6.2,5,1904.27,4,32.5,21620.9,1
34,60640.72,6183.26,0.7636,16650.86,36,0,69.55,2.6,7,2387.02,0,8.7,26126.5,1
68,51942.9,16149.9,0.4138,22308.9,12,0,98.6,3.8,6,2972.32,4,35.4,136.13,1
